,Shading Maps
110,"[[ 0.05630631  1.52027027  2.02702703  1.12612613  1.52027027  1.23873874]
 [ 1.85810811 10.          2.75900901  4.33558559  4.67342342  4.78603604]
 [10.          1.57657658  4.67342342  7.77027027 10.         10.        ]
 [ 3.5472973   3.15315315  8.33333333 10.         10.         10.        ]
 [ 3.49099099  6.92567568 10.         10.         10.         10.        ]
 [ 7.60135135  6.47522523  9.40315315 10.          9.68468468  4.5045045 ]
 [ 3.32207207  3.99774775 10.          8.8963964   3.77252252  9.12162162]
 [ 3.43468468  8.8963964   7.82657658  4.84234234 10.          3.37837838]
 [ 6.86936937 10.          8.61486486  7.03828829  7.1509009   0.        ]
 [ 5.51801802  7.48873874  5.40540541  6.36261261  0.45045045  0.        ]]"
111,"[[ 1.41806723  8.7710084   4.30672269  0.99789916  0.31512605  0.        ]
 [ 3.36134454 10.          9.24369748  2.25840336  0.57773109  0.57773109]
 [ 4.09663866 10.          8.35084034  3.1512605   2.83613445  1.68067227]
 [ 3.25630252  9.08613445  5.82983193  2.99369748  6.19747899  5.35714286]
 [ 6.8802521   9.87394958  5.40966387  3.36134454 10.         10.        ]
 [10.         10.          4.72689076  5.88235294  8.66596639 10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [ 4.62184874  3.67647059  4.04411765  7.45798319 10.         10.        ]
 [ 1.83823529  1.94327731  2.41596639  4.46428571 10.          3.83403361]
 [ 0.21008403  0.26260504  0.73529412  1.52310924  5.19957983  0.68277311]]"
112,"[[ 2.02020202  2.48316498  1.34680135  1.51515152  2.86195286  4.88215488]
 [ 5.38720539  5.85016835  4.08249158  6.27104377 10.         10.        ]
 [ 3.95622896  6.06060606  5.26094276  6.73400673  8.16498316  4.96632997]
 [ 1.26262626  1.85185185  4.12457912  7.36531987 10.          6.86026936]
 [ 0.29461279  1.34680135  2.3989899   4.33501684  5.80808081  4.29292929]
 [ 0.          0.21043771  0.50505051  1.13636364  1.38888889  1.76767677]
 [ 0.12626263  0.16835017  0.46296296  0.7996633   0.88383838  1.13636364]
 [ 0.88383838  2.60942761  4.16666667  4.12457912  5.21885522  2.77777778]
 [ 1.26262626  5.47138047  7.95454545  7.28114478 10.          2.27272727]
 [ 2.69360269  6.73400673  9.97474747 10.         10.          8.58585859]]"
113,"[[ 0.30927835  0.41237113  0.82474227  1.80412371  2.26804124  3.1443299 ]
 [ 0.25773196  1.18556701  1.80412371  2.78350515  4.74226804 10.        ]
 [ 0.97938144  1.54639175  3.29896907  7.31958763 10.          6.13402062]
 [ 1.34020619  2.21649485  6.08247423 10.         10.          5.41237113]
 [ 1.59793814  3.19587629 10.          8.7628866   6.90721649  6.59793814]
 [ 1.08247423  8.60824742  8.81443299  4.58762887  4.94845361  4.43298969]
 [ 3.45360825  8.65979381  2.26804124  2.26804124  2.62886598 10.        ]
 [ 6.8556701   3.1443299   3.29896907  2.31958763 10.          0.67010309]
 [ 6.39175258  7.06185567  5.20618557  5.41237113  0.67010309  0.05154639]
 [10.         10.         10.          3.81443299  0.67010309  0.        ]]"
114,"[[ 8.64485981 10.          9.40420561  1.46028037  0.52570093  0.        ]
 [10.         10.          6.6588785   1.98598131  0.70093458  1.05140187]
 [ 7.53504673  8.52803738  4.84813084  1.75233645  2.80373832  6.36682243]
 [ 3.38785047  8.46962617 10.          6.95093458  1.86915888 10.        ]
 [10.         10.         10.          7.30140187 10.         10.        ]
 [ 2.97897196  6.36682243  8.06074766  7.00934579  6.77570093 10.        ]
 [ 1.5771028   2.21962617  2.7453271   3.62149533  1.92757009  0.93457944]
 [ 1.40186916  1.98598131  1.75233645  1.46028037  0.58411215  0.05841121]
 [ 0.93457944  1.05140187  1.22663551  4.26401869  9.7546729  10.        ]
 [ 0.29205607  0.05841121  0.35046729  1.63551402  3.44626168  5.0817757 ]]"
115,"[[ 0.          0.          0.          0.          0.          0.96618357]
 [ 0.          0.          0.          0.          0.76489533  8.29307568]
 [ 0.04025765  0.20128824  0.56360709  0.72463768  2.73752013 10.        ]
 [ 0.72463768  1.36876006  4.83091787  2.09339775  5.55555556 10.        ]
 [ 2.29468599  9.38003221  7.6489533   5.51529791  5.8373591  10.        ]
 [ 7.97101449  9.94363929  4.62962963  4.38808374  8.81642512  7.20611916]
 [ 6.60225443  1.69082126  3.54267311  3.9452496   8.65539452  4.75040258]
 [ 1.20772947  3.30112721  3.74396135  2.97906602  4.46859903  3.7037037 ]
 [ 2.77777778  3.34138486  0.92592593  2.13365539  3.22061192  6.36070853]
 [ 2.65700483  1.28824477  0.20128824  1.93236715  3.58293076  8.61513688]]"
116,"[[ 0.          1.33027523  2.47706422  2.70642202  2.52293578  0.64220183]
 [ 0.77981651  2.20183486  3.48623853  4.95412844  4.5412844   2.47706422]
 [ 2.29357798  4.22018349 10.          6.05504587  2.88990826  1.42201835]
 [ 4.86238532  9.81651376 10.          8.25688073  3.30275229  2.3853211 ]
 [ 6.74311927  9.12844037 10.          6.37614679  3.21100917  1.74311927]
 [ 7.06422018  5.59633028  8.34862385  5.41284404  2.43119266  0.87155963]
 [ 4.86238532 10.          7.1559633   2.98165138  2.20183486  0.59633028]
 [ 6.46788991  6.83486239  3.99082569  3.11926606  1.19266055  3.11926606]
 [ 2.98165138  4.49541284  3.53211009  1.14678899 10.          7.29357798]
 [ 3.71559633  6.23853211  9.63302752 10.          4.26605505  0.04587156]]"
117,"[[ 0.          0.08319468  0.45757072  0.87354409  0.49916805  0.29118136]
 [ 0.41597338  1.24792013  3.53577371  4.11813644  3.57737105  1.95507488]
 [10.         10.         10.         10.         10.          8.65224626]
 [ 7.86189684  8.02828619  9.77537438 10.         10.         10.        ]
 [ 0.58236273  3.7437604   1.24792013  4.74209651 10.          7.52911814]
 [ 1.78868552  9.27620632  0.74875208  4.57570715 10.         10.        ]
 [ 1.95507488 10.          2.5374376   7.90349418  8.69384359  3.32778702]
 [ 1.91347754 10.         10.          8.27787022  2.78702163  1.33111481]
 [ 3.078203   10.          6.86356073  2.45424293  0.74875208  0.20798669]
 [ 5.53244592  6.15640599  2.41264559  0.29118136  0.          0.04159734]]"
118,"[[ 2.30923695  5.32128514  6.87751004  5.62248996  5.47188755  8.48393574]
 [ 3.1124498   8.83534137 10.         10.         10.         10.        ]
 [ 4.6184739  10.         10.         10.         10.          9.23694779]
 [ 3.41365462 10.         10.         10.          5.92369478  4.6686747 ]
 [ 3.91566265  9.48795181  5.72289157  1.40562249  4.06626506  6.97791165]
 [ 4.86947791  3.56425703  0.40160643  0.55220884  2.56024096  4.86947791]
 [ 5.87349398  4.11646586  0.45180723  0.25100402  0.75301205  2.15863454]
 [10.          7.32931727  1.85742972  0.70281124  1.65662651  0.55220884]
 [ 9.3875502   7.98192771  4.31726908  5.27108434  0.90361446  0.        ]
 [ 2.15863454  9.23694779  8.43373494  0.30120482  0.          0.        ]]"
119,"[[ 0.30737705  3.02254098 10.         10.         10.         10.        ]
 [ 1.38319672  8.35040984 10.         10.         10.          5.68647541]
 [ 5.0204918   8.91393443  6.14754098  6.91598361  3.68852459  2.04918033]
 [ 4.30327869  1.94672131  1.69057377  6.25        2.71516393  2.04918033]
 [ 0.40983607  0.20491803  1.17827869 10.          9.93852459  5.99385246]
 [ 0.          0.05122951  1.2295082  10.         10.          8.55532787]
 [ 0.          0.05122951  0.66598361 10.         10.          4.30327869]
 [ 0.          0.40983607  8.35040984 10.          3.68852459  1.2295082 ]
 [ 1.12704918  8.65778689  5.53278689  4.30327869  1.2295082   7.73565574]
 [ 6.91598361  2.66393443  2.97131148  2.15163934  4.86680328  7.42827869]]"
120,"[[ 0.          0.          4.54545455  7.41626794  0.89712919  0.59808612]
 [ 0.05980861  5.62200957  6.75837321  1.73444976  4.42583732  3.16985646]
 [10.         10.         10.         10.         10.          9.68899522]
 [ 7.95454545  9.80861244  7.23684211  5.92105263 10.          8.43301435]
 [ 2.21291866 10.         10.          4.3062201   5.02392344  6.22009569]
 [ 0.77751196  0.4784689  10.          5.26315789  4.784689    7.23684211]
 [ 3.58851675 10.          8.37320574  6.75837321  4.54545455  6.93779904]
 [ 8.85167464 10.          7.77511962  9.6291866  10.          6.87799043]
 [ 4.96411483 10.         10.         10.          0.65789474  2.09330144]
 [ 3.8277512   3.40909091  2.57177033  0.53827751  0.05980861  5.98086124]]"
121,"[[ 0.330033    1.19636964  2.18646865  3.34158416  2.18646865  0.61881188]
 [ 1.44389439  3.21782178  6.84818482  7.83828383  5.3630363   2.64026403]
 [ 0.99009901  5.40429043  9.36468647 10.         10.         10.        ]
 [ 1.52640264 10.         10.         10.         10.          9.07590759]
 [ 7.87953795  7.4669967   9.40594059  8.74587459  6.02310231  1.03135314]
 [ 0.24752475  0.4950495   5.07425743  8.00330033  1.65016502  0.20627063]
 [ 0.          0.20627063  4.57920792  4.74422442  0.82508251  0.24752475]
 [ 0.20627063  0.45379538  1.85643564  2.35148515  0.70132013  0.82508251]
 [ 0.330033    0.90759076  1.23762376  1.44389439  0.53630363  3.50660066]
 [ 1.11386139  1.81518152  1.77392739  1.03135314  2.35148515  9.98349835]]"
122,"[[ 0.          0.          0.          0.56034483  1.29310345  0.64655172]
 [ 0.          0.          0.04310345  0.73275862  4.61206897  2.11206897]
 [ 0.          0.          0.04310345  3.23275862  8.14655172  3.36206897]
 [ 0.          0.30172414  4.95689655  2.97413793  7.88793103  2.88793103]
 [ 0.56034483  6.29310345  3.40517241  1.81034483  5.90517241  3.06034483]
 [ 8.14655172  2.06896552  2.54310345  6.3362069  10.          9.00862069]
 [ 1.59482759  2.67241379  6.55172414 10.         10.          9.74137931]
 [ 1.20689655  5.86206897 10.         10.          7.67241379  5.21551724]
 [ 2.93103448 10.         10.         10.         10.          5.17241379]
 [ 5.86206897 10.         10.         10.         10.          6.85344828]]"
123,"[[ 0.          0.          0.10121457  1.26518219  3.34008097  7.33805668]
 [ 0.          0.10121457  0.91093117  7.23684211 10.         10.        ]
 [ 0.86032389  2.4291498   7.6417004   6.78137652  4.048583    4.90890688]
 [ 2.93522267  4.70647773  2.8340081   0.86032389  0.4048583   3.84615385]
 [ 1.77125506  2.68218623  3.99797571  2.63157895 10.          9.2611336 ]
 [ 2.98582996  5.61740891  6.93319838 10.         10.          7.94534413]
 [ 3.54251012  7.28744939 10.         10.          9.51417004  6.78137652]
 [ 2.8340081   7.03441296 10.         10.          7.74291498  8.75506073]
 [ 1.87246964  7.13562753 10.         10.          6.17408907  6.73076923]
 [ 1.11336032  6.27530364  8.55263158  7.03441296  3.08704453  3.99797571]]"
124,"[[ 0.          0.          2.17391304 10.         10.         10.        ]
 [ 0.1552795   5.43478261 10.         10.         10.         10.        ]
 [ 5.43478261 10.         10.          8.30745342  8.22981366  8.61801242]
 [ 4.50310559  5.51242236 10.         10.         10.          9.08385093]
 [ 1.63043478  4.19254658 10.         10.         10.          5.1242236 ]
 [ 1.86335404  6.67701863 10.          7.06521739  4.27018634  5.82298137]
 [ 5.90062112  8.38509317  6.36645963  6.28881988  8.30745342  6.44409938]
 [ 5.66770186  8.07453416 10.         10.          9.16149068  3.41614907]
 [ 3.95962733 10.         10.         10.         10.         10.        ]
 [ 4.03726708 10.         10.         10.          7.22049689  7.45341615]]"
125,"[[ 0.          0.13089005  0.13089005  0.71989529  2.22513089  3.79581152]
 [ 0.          0.2617801   0.91623037  1.11256545  3.53403141  6.54450262]
 [ 0.19633508  1.76701571  4.58115183  4.2539267   5.4973822  10.        ]
 [ 5.30104712 10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.         10.          9.22774869]
 [ 6.28272251  9.42408377 10.         10.          6.41361257  1.83246073]
 [ 6.47905759  9.35863874 10.          8.18062827  6.93717277  3.73036649]
 [ 5.89005236 10.          9.35863874 10.         10.          5.03926702]
 [ 6.21727749  5.69371728  6.34816754  9.22774869 10.          9.4895288 ]
 [ 2.68324607  2.48691099  6.02094241  7.0026178  10.         10.        ]]"
126,"[[ 0.          0.33292978  1.05932203  2.78450363  1.87651332  0.7566586 ]
 [ 0.09079903  1.18038741  5.08474576  7.50605327  3.35956416  0.30266344]
 [ 0.33292978  2.63317191  7.35472155 10.          2.87530266  0.30266344]
 [ 0.33292978  2.11864407  6.6283293  10.          2.11864407  0.78692494]
 [ 0.84745763  4.02542373  3.29903148  7.02179177  2.33050847  2.36077482]
 [ 3.08716707  8.8377724   0.36319613  4.20702179  2.54237288  5.59927361]
 [ 4.29782082 10.          0.06053269  1.81598063  6.32566586 10.        ]
 [ 0.27239709  2.48184019  0.06053269  2.42130751 10.         10.        ]
 [ 0.          0.          0.63559322  3.11743341  9.89709443  2.11864407]
 [ 0.          0.4842615   0.90799031  0.81719128  3.75302663  0.15133172]]"
127,"[[ 0.          0.27515723  2.00471698  6.17138365  4.87421384  1.29716981]
 [ 0.          1.17924528  7.2327044  10.         10.          3.57704403]
 [ 0.03930818  1.45440252 10.         10.         10.          3.6163522 ]
 [ 0.          1.33647799  5.14937107  8.68710692  6.05345912  3.26257862]
 [ 0.19654088  0.8254717   1.33647799  2.20125786  1.17924528  1.61163522]
 [ 0.55031447  3.14465409  8.29402516 10.         10.          8.72641509]
 [ 1.57232704  2.86949686  5.14937107 10.         10.          3.73427673]
 [ 2.20125786  4.87421384  9.00157233  6.28930818  3.06603774  1.49371069]
 [ 5.2672956   8.13679245  5.46383648  4.08805031  2.86949686  3.10534591]
 [ 3.18396226  2.00471698  3.49842767  5.07075472  4.00943396  3.81289308]]"
128,"[[ 9.95821727  5.84958217  1.46239554  4.24791086  4.38718663  0.8356546 ]
 [10.          6.05849582  4.45682451  9.61002786 10.          2.50696379]
 [ 3.48189415  2.15877437  7.17270195 10.         10.          2.36768802]
 [ 0.27855153  7.7994429  10.         10.          9.8189415   3.89972145]
 [10.          5.57103064 10.          5.08356546  5.91922006  3.6908078 ]
 [ 0.         10.          4.38718663  4.87465181  2.78551532  2.08913649]
 [ 9.54038997 10.         10.         10.          7.10306407  4.31754875]
 [10.         10.         10.          7.17270195  3.6908078   4.66573816]
 [10.         10.          3.20334262  4.17827298  5.50139276  6.26740947]
 [ 3.55153203  2.92479109  1.46239554  7.86908078 10.          4.94428969]]"
129,"[[ 0.          2.06185567 10.         10.         10.         10.        ]
 [ 1.37457045 10.         10.          7.98969072  6.61512027  8.33333333]
 [ 7.73195876 10.          2.49140893  1.71821306  3.60824742  3.86597938]
 [ 4.3814433   2.49140893  0.08591065  1.63230241  0.85910653  1.28865979]
 [ 1.4604811   2.40549828  3.86597938  2.57731959  0.42955326  3.35051546]
 [ 2.9209622   8.16151203  6.78694158  2.57731959  7.98969072  8.67697595]
 [10.         10.          4.89690722 10.         10.          4.89690722]
 [10.          8.41924399 10.         10.          8.7628866   2.57731959]
 [10.         10.         10.         10.          5.67010309  1.97594502]
 [10.         10.         10.          4.03780069  1.89003436  6.27147766]]"
130,"[[ 1.07020548  2.39726027  3.29623288  1.79794521  0.85616438  0.        ]
 [ 2.95376712  6.59246575  7.23458904  3.76712329  1.71232877  0.17123288]
 [ 3.16780822  5.82191781  7.96232877  5.00856164  4.58047945  0.42808219]
 [ 2.44006849  7.83390411  8.94691781  6.97773973  7.57705479  1.79794521]
 [ 3.98116438 10.          7.83390411  5.65068493 10.         10.        ]
 [ 5.90753425 10.          4.83732877  4.19520548 10.         10.        ]
 [ 6.16438356 10.          4.40924658  7.83390411 10.          4.45205479]
 [ 8.90410959  9.33219178  6.42123288 10.         10.          2.39726027]
 [ 9.03253425  5.69349315  1.79794521  5.69349315  3.125       0.8989726 ]
 [ 6.42123288  4.83732877  1.24143836  2.18321918  0.29965753  0.12842466]]"
131,"[[ 0.28490028  4.34472934  3.56125356  7.62108262 10.         10.        ]
 [ 1.92307692 10.         10.         10.         10.         10.        ]
 [ 3.27635328 10.         10.         10.         10.         10.        ]
 [ 2.20797721 10.         10.          7.05128205 10.         10.        ]
 [ 0.56980057 10.         10.          9.97150997  6.05413105  2.63532764]
 [ 3.56125356  8.04843305  4.62962963  0.71225071  3.41880342  9.4017094 ]
 [ 0.35612536  0.          0.          0.64102564  6.41025641 10.        ]
 [ 5.34188034  4.27350427  0.71225071  4.27350427 10.         10.        ]
 [10.         10.         10.         10.         10.          7.76353276]
 [ 9.61538462 10.          6.83760684  5.98290598  3.84615385  3.27635328]]"
132,"[[ 0.          0.07385524  1.95716396  5.02215657  2.32644018  0.55391433]
 [ 0.07385524  2.25258493  9.1211226   3.76661743  2.06794682  1.10782866]
 [ 2.06794682 10.         10.         10.          8.788774    4.0620384 ]
 [ 1.73559823  6.53618907 10.         10.         10.          2.80649926]
 [ 0.48005908  1.69867061  9.26883309 10.          6.53618907  1.80945347]
 [ 0.          0.18463811  5.98227474  6.38847858  5.64992614  2.84342688]
 [ 0.18463811  0.81240768  8.97341211  7.71787297  6.4254062   3.95125554]
 [ 0.8493353   4.68980798 10.         10.          8.49335303  5.31757755]
 [ 0.14771049  3.69276219  4.43131462  3.8774003   3.61890694  6.38847858]
 [ 0.03692762  2.17872969  0.88626292  0.66469719  1.03397341  5.64992614]]"
